BBL,TotalFeeAmount,NumberOfComplaints,ModeFeeTypeName,ModeFeeTypeCount,ModeLifeCycleName,ModeLifeCycleCount,MeanFeeIssueDate
1012397502,400,2,Complaint,2,Building,2,2018-09-28 12:00:00
1012407502,200,1,Complaint,1,Building,1,2018-06-25 00:00:00
1012410036,15600,15,Route for Inspection,13,Building,15,2017-08-17 09:36:00
1012420029,200,1,Complaint,1,Building,1,2016-08-22 00:00:00
1012420034,200,1,Complaint,1,Building,1,2019-01-24 00:00:00
1012450003,200,1,Complaint,1,Building,1,2018-11-08 00:00:00
1012450025,600,3,Complaint,3,Building,3,2018-03-06 08:00:00
1012450075,200,1,Complaint,1,Building,1,2018-11-14 00:00:00
1012480011,800,4,Complaint,4,Building,4,2016-06-08 00:00:00
1012500011,400,2,VIOLATION,2,Building,2,2016-04-23 00:00:00
1012510017,400,2,VIOLATION,2,Building,2,2014-09-09 00:00:00
1012520008,600,3,Complaint,3,Building,3,2016-07-06 00:00:00
1012520038,1400,7,Complaint,7,Building,7,2018-10-20 06:51:25
1012520072,600,3,Complaint,3,Building,3,2016-09-04 16:00:00
1012530035,200,1,VIOLATION,1,Building,1,2015-05-26 00:00:00
1012530064,200,1,Complaint,1,Building,1,2017-04-14 00:00:00
1012530086,200,1,VIOLATION,1,Building,1,2016-06-30 00:00:00
1012710025,400,2,Complaint,2,Building,2,2017-11-16 12:00:00
1012710027,200,1,VIOLATION,1,Building,1,2016-01-04 00:00:00
1012830064,400,2,Complaint,2,Building,2,2018-05-22 12:00:00
1013090041,200,1,Complaint,1,Building,1,2018-04-10 00:00:00
1013120028,200,1,Complaint,1,Building,1,2016-06-28 00:00:00
1013270120,200,1,VIOLATION,1,Building,1,2018-02-27 00:00:00
1013290026,600,3,Complaint,3,Building,3,2016-07-27 16:00:00
1013310039,200,1,Complaint,1,Building,1,2019-01-14 00:00:00
1013380005,200,1,Complaint,1,Building,1,2017-02-10 00:00:00
1013400001,200,1,Complaint,1,Building,1,2016-07-21 00:00:00
1013420051,200,1,VIOLATION,1,Building,1,2016-11-21 00:00:00
1013427503,600,3,Complaint,3,Building,3,2018-04-18 08:00:00
1013430034,400,2,Complaint,2,Building,2,2017-07-31 00:00:00
1013430145,200,1,Complaint,1,Building,1,2017-10-30 00:00:00
1013450030,1800,9,VIOLATION,5,Building,9,2015-06-25 13:20:00
1013470035,400,2,Complaint,2,Building,2,2017-03-14 12:00:00
1013500031,200,1,VIOLATION,1,Building,1,2015-10-26 00:00:00
1013510027,400,2,Complaint,2,Building,2,2018-08-09 00:00:00
1013610045,400,2,Complaint,2,Building,2,2018-03-10 00:00:00
1013630049,6200,3,PROJECT BLDG,2,Building,3,2018-05-24 08:00:00
1013660016,200,1,Complaint,1,Building,1,2018-09-03 00:00:00
1013690045,200,1,Complaint,1,Building,1,2018-12-10 00:00:00
1013700042,400,2,Complaint,2,Building,2,2019-01-08 00:00:00
1013730030,400,2,Complaint,2,Building,2,2016-08-17 00:00:00
1013740046,5200,26,Complaint,15,Building,26,2017-09-07 07:23:04
1013780022,400,2,Complaint,2,Building,2,2018-10-12 00:00:00
1013960030,400,2,Complaint,2,Building,2,2017-09-24 12:00:00
1013970066,200,1,Complaint,1,Building,1,2017-10-11 00:00:00
1014080056,2400,12,VIOLATION,7,Building,12,2015-10-07 10:00:00
1014100023,200,1,VIOLATION,1,Building,1,2014-01-06 00:00:00
1014147503,400,2,Complaint,2,Building,2,2018-02-05 12:00:00
1014180021,200,1,Complaint,1,Building,1,2017-04-17 00:00:00
1014260025,200,1,VIOLATION,1,Building,1,2018-11-15 00:00:00
1014260044,600,3,Complaint,3,Building,3,2018-04-13 08:00:00
1014270024,4400,22,VIOLATION,22,Building,22,2018-11-25 16:21:49
1014280021,600,3,Complaint,3,Building,3,2017-09-17 16:00:00
1014290012,200,1,Complaint,1,Building,1,2018-10-25 00:00:00
1014310009,200,1,Complaint,1,Building,1,2017-10-25 00:00:00
1014320020,400,2,Complaint,2,Building,2,2018-07-14 12:00:00
1014360007,400,2,Complaint,2,Building,2,2018-09-25 00:00:00
1014370041,400,2,Complaint,2,Building,2,2018-12-07 00:00:00
1014390033,200,1,Complaint,1,Building,1,2018-12-27 00:00:00
1014400020,200,1,Complaint,1,Building,1,2017-08-03 00:00:00
1014510011,1200,6,Complaint,6,Building,6,2018-01-07 12:00:00
1014520016,2000,10,Complaint,6,Building,10,2017-08-05 04:48:00
1014530012,600,3,Complaint,3,Building,3,2018-11-24 00:00:00
1014530025,200,1,Complaint,1,Building,1,2018-10-11 00:00:00
1014550012,200,1,VIOLATION,1,Building,1,2017-04-03 00:00:00
1014570001,400,2,Complaint,2,Building,2,2017-11-27 00:00:00
1014570017,200,1,Complaint,1,Building,1,2017-05-27 00:00:00
1014590001,200,1,Complaint,1,Building,1,2016-07-13 00:00:00
1014590022,200,1,VIOLATION,1,Building,1,2015-12-16 00:00:00
1014590030,400,2,Complaint,2,Building,2,2016-09-20 12:00:00
1014600038,200,1,VIOLATION,1,Building,1,2018-01-29 00:00:00
1014600039,200,1,Complaint,1,Building,1,2016-08-29 00:00:00
1014630003,600,3,Complaint,3,Building,3,2017-11-04 00:00:00
1014647503,2200,11,Complaint,10,Building,11,2017-06-12 13:05:27
1014650011,400,2,Complaint,2,Building,2,2016-05-28 12:00:00
1014650040,800,4,Complaint,4,Building,4,2017-07-26 06:00:00
1014670015,200,1,VIOLATION,1,Building,1,2015-09-08 00:00:00
1014670038,800,4,VIOLATION,4,Building,4,2017-02-19 06:00:00
1014697501,600,3,Complaint,3,Building,3,2016-03-24 16:00:00
1014700047,200,1,Complaint,1,Building,1,2017-11-17 00:00:00
1014720040,400,2,Complaint,2,Building,2,2018-12-17 00:00:00
1014720047,200,1,VIOLATION,1,Building,1,2015-07-22 00:00:00
1014730129,600,3,VIOLATION,3,Building,3,2019-02-03 16:00:00
1014860001,1400,7,Complaint,7,Building,7,2018-11-27 13:42:51
1014890037,400,2,Complaint,2,Building,2,2018-04-06 00:00:00
1014937506,200,1,Complaint,1,Building,1,2018-12-10 00:00:00
1014940059,600,3,Complaint,3,Building,3,2018-11-26 16:00:00
1015000033,200,1,Complaint,1,Building,1,2019-02-01 00:00:00
1015090013,200,1,VIOLATION,1,Building,1,2018-10-16 00:00:00
1015090020,600,3,Complaint,3,Building,3,2018-09-30 00:00:00
1015150052,800,4,Complaint,4,Building,4,2017-09-10 06:00:00
1015160004,600,3,Complaint,3,Building,3,2016-09-03 00:00:00
1015160041,200,1,VIOLATION,1,Building,1,2014-04-04 00:00:00
1015160046,200,1,Complaint,1,Building,1,2018-09-27 00:00:00
1015170043,200,1,Complaint,1,Building,1,2018-08-30 00:00:00
1015220029,800,4,Complaint,4,Building,4,2018-11-28 00:00:00
1015220158,400,2,VIOLATION,2,Building,2,2018-04-02 00:00:00
1015267502,200,1,Complaint,1,Building,1,2018-01-29 00:00:00
1015290037,2200,11,Complaint,9,Building,11,2017-11-24 21:49:05
1015300015,1800,9,Complaint,9,Building,9,2017-05-27 08:00:00
1015310012,200,1,Complaint,1,Building,1,2017-12-18 00:00:00
1015310029,200,1,Complaint,1,Building,1,2017-11-05 00:00:00
1015340012,400,2,Complaint,2,Building,2,2016-07-07 12:00:00
1015350017,200,1,Complaint,1,Building,1,2016-12-12 00:00:00
1015350021,400,2,Complaint,2,Building,2,2017-09-17 00:00:00
1015400030,200,1,Complaint,1,Building,1,2016-08-17 00:00:00
1015400042,200,1,VIOLATION,1,Building,1,2016-02-16 00:00:00
1015450045,400,2,VIOLATION,2,Building,2,2014-04-18 12:00:00
1015470002,600,3,VIOLATION,3,Building,3,2014-10-16 08:00:00
1015480027,200,1,VIOLATION,1,Building,1,2016-03-24 00:00:00
1015490001,1200,6,Complaint,6,Building,6,2018-02-10 20:00:00
1015500122,200,1,Complaint,1,Building,1,2018-08-14 00:00:00
1015510042,200,1,VIOLATION,1,Building,1,2018-05-11 00:00:00
1015510045,800,4,Complaint,2,Building,4,2018-03-07 06:00:00
1015520011,200,1,Complaint,1,Building,1,2017-08-28 00:00:00
1015520033,200,1,Complaint,1,Building,1,2018-01-31 00:00:00
1015550022,200,1,VIOLATION,1,Building,1,2014-05-21 00:00:00
1015560005,200,1,Complaint,1,Building,1,2017-08-29 00:00:00
1015570021,400,2,Complaint,2,Building,2,2017-04-04 12:00:00
1015580031,200,1,Complaint,1,Building,1,2016-12-11 00:00:00
1015610021,600,3,Complaint,3,Building,3,2017-10-04 08:00:00
1015620014,800,4,VIOLATION,4,Building,4,2015-10-07 00:00:00
1015620018,400,2,Complaint,2,Building,2,2018-12-18 00:00:00
1015620044,600,3,VIOLATION,3,Building,3,2015-05-22 00:00:00
1015640038,200,1,Complaint,1,Building,1,2018-11-07 00:00:00
1015670044,200,1,Complaint,1,Building,1,2017-01-30 00:00:00
1015670045,200,1,Complaint,1,Building,1,2017-09-24 00:00:00
1015780035,400,2,Complaint,2,Building,2,2019-01-04 00:00:00
1015780036,600,3,Complaint,3,Building,3,2016-10-20 08:00:00
1015800047,11200,8,VIOLATION,6,Building,8,2014-04-11 18:00:00
1015800104,11400,4,PROJECT BLDG,2,Building,4,2011-12-02 12:00:00
1015840001,200,1,Complaint,1,Building,1,2016-11-04 00:00:00
1015840009,1000,5,Complaint,5,Building,5,2018-03-08 04:48:00
1015840033,200,1,Complaint,1,Building,1,2016-01-27 00:00:00
1015940029,200,1,Complaint,1,Building,1,2016-07-15 00:00:00
1015940050,600,3,Complaint,2,Building,3,2017-04-26 16:00:00
1015950031,1200,6,Complaint,6,Building,6,2018-01-30 20:00:00
1015950065,400,2,Complaint,1,Building,2,2015-07-03 12:00:00
1015990001,21600,10,Route for Inspection,8,Building,10,2018-06-29 02:24:00
1016030033,400,2,Complaint,2,Building,2,2017-02-07 00:00:00
1016100009,400,2,Complaint,1,Building,2,2017-10-25 12:00:00
1016100013,400,2,Complaint,2,Building,2,2017-08-09 12:00:00
1016100058,200,1,Complaint,1,Building,1,2016-09-16 00:00:00
1016100060,200,1,Complaint,1,Building,1,2017-01-17 00:00:00
1016120001,600,3,Complaint,3,Building,3,2018-04-27 16:00:00
1016140057,200,1,VIOLATION,1,Building,1,2014-04-29 00:00:00
1016140061,200,1,Complaint,1,Building,1,2015-12-18 00:00:00
1016150060,800,4,Complaint,2,Building,4,2017-03-07 18:00:00
1016160001,600,3,Complaint,3,Building,3,2017-03-18 16:00:00
1016160030,1200,6,VIOLATION,5,Building,6,2017-03-22 16:00:00
1016170001,1600,8,Complaint,8,Building,8,2018-05-21 09:00:00
1016210012,31200,12,PROJECT BLDG,6,Building,12,2015-02-04 02:00:00
1016220037,1200,6,VIOLATION,6,Building,6,2018-12-07 12:00:00
1016220043,400,2,Complaint,2,Building,2,2016-02-20 12:00:00
1016240063,1000,5,Complaint,5,Building,5,2016-12-14 19:12:00
1016270021,400,2,Complaint,2,Building,2,2016-07-07 12:00:00
1016270022,600,3,Complaint,3,Building,3,2016-05-29 08:00:00
1016280004,200,1,Complaint,1,Building,1,2017-10-12 00:00:00
1016280006,800,4,VIOLATION,3,Building,4,2013-11-15 00:00:00
1016280010,200,1,Complaint,1,Building,1,2016-03-07 00:00:00
1016280024,200,1,VIOLATION,1,Building,1,2015-09-14 00:00:00
1016280049,200,1,Complaint,1,Building,1,2017-03-27 00:00:00
1016290014,800,4,Complaint,4,Building,4,2018-01-25 00:00:00
1016290024,200,1,Complaint,1,Building,1,2017-09-05 00:00:00
1016290049,200,1,Complaint,1,Building,1,2017-07-31 00:00:00
1016290065,1800,9,VIOLATION,7,Building,9,2015-11-21 13:20:00
1016300021,400,2,Complaint,2,Building,2,2016-10-10 12:00:00
1016300041,400,2,VIOLATION,2,Building,2,2015-02-28 00:00:00
1016300056,200,1,Complaint,1,Building,1,2017-01-30 00:00:00
1016300061,200,1,VIOLATION,1,Building,1,2018-12-31 00:00:00
1016300067,200,1,Complaint,1,Building,1,2019-02-26 00:00:00
1016310040,200,1,VIOLATION,1,Building,1,2013-08-08 00:00:00
1016310048,200,1,Complaint,1,Building,1,2018-11-13 00:00:00
1016310060,200,1,Complaint,1,Building,1,2017-08-24 00:00:00
1016310156,2800,14,Complaint,14,Building,14,2017-08-03 17:08:34
1016330019,200,1,Complaint,1,Building,1,2016-04-01 00:00:00
1016330051,1800,9,Complaint,9,Building,9,2017-07-19 02:40:00
1016340028,10700,16,Route for Inspection,14,Building,16,2017-05-10 06:00:00
1016340039,8000,2,PROJECT BLDG,2,Building,2,2016-09-20 12:00:00
1016340060,200,1,Complaint,1,Building,1,2016-02-01 00:00:00
1016350017,800,4,Complaint,4,Building,4,2018-06-16 00:00:00
1016350022,1000,5,Complaint,4,Building,5,2017-03-13 19:12:00
1016360141,1500,1,PROJECT BLDG,1,Building,1,2008-04-26 00:00:00
1016370028,1000,5,Complaint,4,Building,5,2018-01-13 04:48:00
1016380001,200,1,Complaint,1,Building,1,2019-01-03 00:00:00
1016380013,400,2,Complaint,2,Building,2,2018-05-11 12:00:00
1016380016,200,1,Complaint,1,Building,1,2017-02-20 00:00:00
1016380052,800,4,VIOLATION,3,Building,4,2016-08-19 06:00:00
1016380140,400,2,Complaint,1,Building,2,2017-01-16 00:00:00
1016430022,1200,6,Complaint,4,Building,6,2016-09-11 12:00:00
1016430025,15800,21,Route for Inspection,19,Building,21,2017-04-07 19:25:42
1016430028,1400,7,Complaint,4,Building,7,2016-01-17 03:25:42
1016430065,200,1,Complaint,1,Building,1,2017-05-08 00:00:00
1016437501,200,1,Complaint,1,Building,1,2018-07-14 00:00:00
1016437502,400,2,VIOLATION,2,Building,2,2018-11-16 00:00:00
1016440068,200,1,Complaint,1,Building,1,2016-10-20 00:00:00
1016450001,200,1,Complaint,1,Building,1,2018-09-04 00:00:00
1016450041,200,1,Complaint,1,Building,1,2017-08-10 00:00:00
1016450129,1000,5,VIOLATION,5,Building,5,2012-09-01 14:24:00
1016450132,4000,2,PROJECT BLDG,2,Building,2,2014-09-04 12:00:00
1016467501,600,3,Complaint,2,Building,3,2017-04-15 08:00:00
1016550023,200,1,Complaint,1,Building,1,2016-06-30 00:00:00
1016590001,6400,4,PROJECT BLDG,2,Building,4,2016-12-16 18:00:00
1016590021,200,1,VIOLATION,1,Building,1,2017-10-13 00:00:00
1016590028,2800,14,VIOLATION,10,Building,14,2018-09-01 12:00:00
1016600006,600,3,Complaint,3,Building,3,2016-12-07 00:00:00
1016600031,200,1,Complaint,1,Building,1,2017-06-12 00:00:00
1016600042,10100,23,Route for Inspection,21,Building,23,2017-07-29 07:18:15
1016610016,200,1,Complaint,1,Building,1,2019-01-09 00:00:00
1016650018,200,1,Complaint,1,Building,1,2018-05-21 00:00:00
1016650021,1000,5,VIOLATION,5,Building,5,2018-07-06 00:00:00
1016650022,4600,23,Complaint,23,Building,23,2017-11-26 04:10:26
1016650033,400,2,Complaint,2,Building,2,2018-04-16 12:00:00
1016650145,800,4,VIOLATION,4,Building,4,2016-03-15 12:00:00
1016670003,400,2,Complaint,2,Building,2,2018-02-28 00:00:00
1016670016,400,2,Complaint,2,Building,2,2017-10-26 00:00:00
1016670018,800,4,Complaint,2,Building,4,2017-11-12 06:00:00
1016710003,1400,7,VIOLATION,7,Building,7,2015-10-29 20:34:17
1016710031,200,1,Complaint,1,Building,1,2016-09-07 00:00:00
1016750004,400,2,Complaint,2,Building,2,2016-12-09 12:00:00
1016760002,1000,5,VIOLATION,5,Building,5,2017-02-19 00:00:00
1016760034,200,1,VIOLATION,1,Building,1,2019-02-19 00:00:00
1016760050,800,4,VIOLATION,3,Building,4,2015-03-07 00:00:00
1016760148,7400,4,PROJECT BLDG,2,Building,4,2017-12-14 00:00:00
1016770005,600,3,VIOLATION,3,Building,3,2016-01-31 16:00:00
1016770014,400,2,Complaint,2,Building,2,2017-10-10 12:00:00
1016770042,200,1,Complaint,1,Building,1,2018-02-28 00:00:00
1016770044,600,3,Complaint,2,Building,3,2019-01-14 08:00:00
1016770050,600,3,VIOLATION,3,Building,3,2015-01-10 16:00:00
1016800001,200,1,Complaint,1,Building,1,2018-04-03 00:00:00
1016810013,12800,7,Complaint,3,Building,7,2016-10-15 20:34:17
1016810014,200,1,VIOLATION,1,Building,1,2016-01-29 00:00:00
1016820052,200,1,Complaint,1,Building,1,2016-11-28 00:00:00
1016830008,200,1,VIOLATION,1,Building,1,2015-10-07 00:00:00
1016830033,200,1,Complaint,1,Building,1,2018-11-02 00:00:00
1016830051,400,2,VIOLATION,2,Building,2,2015-03-19 12:00:00
1016830149,200,1,Complaint,1,Building,1,2016-07-06 00:00:00
1016870032,3000,2,PROJECT BLDG,2,Building,2,2008-07-26 12:00:00
1016870043,200,1,VIOLATION,1,Building,1,2017-11-13 00:00:00
1016870045,400,2,Complaint,2,Building,2,2018-11-27 00:00:00
1016870130,400,2,VIOLATION,2,Building,2,2013-02-25 12:00:00
1016880042,1200,6,Complaint,5,Building,6,2017-10-22 16:00:00
1016880050,200,1,Complaint,1,Building,1,2016-02-29 00:00:00
1017010001,3400,17,Complaint,17,Building,17,2018-01-30 12:42:21
1017080007,200,1,Complaint,1,Building,1,2018-09-10 00:00:00
1017080008,600,3,Complaint,3,Building,3,2018-04-23 16:00:00
1017080010,200,1,Complaint,1,Building,1,2018-04-04 00:00:00
1017080028,1200,6,Complaint,6,Building,6,2018-11-11 12:00:00
1017080034,200,1,Complaint,1,Building,1,2017-05-18 00:00:00
1017090024,200,1,VIOLATION,1,Building,1,2016-11-30 00:00:00
1017100017,200,1,VIOLATION,1,Building,1,2017-02-14 00:00:00
1017100019,200,1,Complaint,1,Building,1,2019-02-10 00:00:00
1017100021,2200,11,Complaint,8,Building,11,2016-09-23 02:10:54
1017110121,2000,10,VIOLATION,7,Building,10,2016-05-02 09:36:00
1017150150,3000,2,PROJECT BLDG,2,Building,2,2011-11-03 00:00:00
1017170008,200,1,Complaint,1,Building,1,2018-11-11 00:00:00
1017170051,400,2,VIOLATION,2,Building,2,2013-07-19 00:00:00
1017170053,200,1,VIOLATION,1,Building,1,2014-06-23 00:00:00
1017170058,400,2,VIOLATION,2,Building,2,2014-02-01 00:00:00
1017170067,400,2,Complaint,2,Building,2,2018-12-24 00:00:00
1017170069,1400,7,VIOLATION,7,Building,7,2016-07-11 17:08:34
1017180010,4100,3,PROJECT BLDG,2,Building,3,2013-09-07 08:00:00
1017180069,200,1,Complaint,1,Building,1,2018-05-18 00:00:00
1017180106,10600,5,Route for Inspection,3,Building,5,2012-01-17 04:48:00
1017210045,400,2,Complaint,2,Building,2,2017-04-17 00:00:00
1017210132,200,1,Complaint,1,Building,1,2017-01-19 00:00:00
1017220039,200,1,Complaint,1,Building,1,2018-04-22 00:00:00
1017220145,400,2,VIOLATION,2,Building,2,2015-03-06 00:00:00
1017240025,200,1,Complaint,1,Building,1,2018-06-21 00:00:00
1017250009,1000,5,Complaint,5,Building,5,2017-04-25 09:36:00
1017250016,600,3,Complaint,3,Building,3,2017-09-20 16:00:00
1017250055,15400,19,Route for Inspection,17,Building,19,2017-08-24 16:25:15
1017250069,600,3,VIOLATION,2,Building,3,2015-12-19 00:00:00
1017260025,400,2,Complaint,2,Building,2,2016-07-30 00:00:00
1017260049,1000,5,VIOLATION,4,Building,5,2015-10-07 04:48:00
1017270006,200,1,Complaint,1,Building,1,2017-05-01 00:00:00
1017270014,600,3,Complaint,3,Building,3,2017-10-04 16:00:00
1017280017,16600,5,Complaint,2,Building,5,2017-06-06 19:12:00
1017280051,1600,8,Complaint,7,Building,8,2017-08-18 06:00:00
1017280057,200,1,Complaint,1,Building,1,2017-08-04 00:00:00
1017280072,600,3,Complaint,3,Building,3,2017-11-11 08:00:00
1017290006,600,3,VIOLATION,3,Building,3,2017-12-19 00:00:00
1017350036,800,4,VIOLATION,4,Building,4,2014-12-26 12:00:00
1017370001,400,2,Complaint,1,Building,2,2018-01-17 12:00:00
1017370025,2000,10,Complaint,8,Building,10,2017-12-04 19:12:00
1017370059,800,4,VIOLATION,3,Building,4,2018-04-12 00:00:00
1017370069,200,1,Complaint,1,Building,1,2016-09-22 00:00:00
1017440001,800,4,Complaint,4,Building,4,2018-06-26 06:00:00
1017450071,200,1,VIOLATION,1,Building,1,2014-03-03 00:00:00
1017490046,600,3,VIOLATION,3,Building,3,2012-07-26 08:00:00
1017490064,13400,39,Route for Inspection,29,Building,39,2016-10-26 08:00:00
1017500031,600,3,VIOLATION,3,Building,3,2018-06-10 08:00:00
1017500032,200,1,Complaint,1,Building,1,2017-08-28 00:00:00
1017500053,400,2,VIOLATION,2,Building,2,2019-01-05 00:00:00
1017530102,2800,14,VIOLATION,8,Building,14,2018-01-11 01:42:51
1017550143,200,1,Complaint,1,Building,1,2018-06-25 00:00:00
1017560014,200,1,VIOLATION,1,Building,1,2018-08-14 00:00:00
1017560024,3200,16,Complaint,16,Building,16,2016-10-24 09:00:00
1017560030,200,1,Complaint,1,Building,1,2016-04-17 00:00:00
1017560050,400,2,VIOLATION,2,Building,2,2016-08-02 00:00:00
1017560072,200,1,Complaint,1,Building,1,2018-05-14 00:00:00
1017600001,600,3,Complaint,3,Building,3,2016-08-05 16:00:00
1017670016,2000,10,Complaint,9,Building,10,2018-04-05 16:48:00
1017670022,200,1,Complaint,1,Building,1,2016-07-05 00:00:00
1017670047,200,1,VIOLATION,1,Building,1,2017-05-15 00:00:00
1017700159,200,1,Complaint,1,Building,1,2017-07-03 00:00:00
1017710052,600,3,Complaint,3,Building,3,2018-02-11 00:00:00
1017710072,2600,13,Complaint,9,Building,13,2018-09-18 01:50:46
1017720055,1000,5,VIOLATION,5,Building,5,2017-12-04 09:36:00
1017720057,100,1,Route for Inspection,1,Building,1,2018-05-30 00:00:00
1017730069,200,1,VIOLATION,1,Building,1,2016-11-25 00:00:00
1017740051,400,2,Complaint,1,Building,2,2016-01-14 00:00:00
1017750006,400,2,Complaint,1,Building,2,2015-06-26 00:00:00
1017750020,200,1,Complaint,1,Building,1,2016-12-21 00:00:00
1017750045,200,1,Complaint,1,Building,1,2016-10-06 00:00:00
1017750165,1800,9,VIOLATION,8,Building,9,2014-09-25 00:00:00
1017780006,600,3,VIOLATION,2,Building,3,2016-08-30 16:00:00
1017790007,200,1,Complaint,1,Building,1,2018-03-30 00:00:00
1017830023,1400,7,Complaint,4,Building,7,2016-08-08 10:17:08
1017830026,200,1,Complaint,1,Building,1,2018-04-23 00:00:00
1017830029,200,1,Complaint,1,Building,1,2018-09-27 00:00:00
1017830042,200,1,Complaint,1,Building,1,2017-05-25 00:00:00
1017850019,600,3,Complaint,3,Building,3,2018-07-15 08:00:00
1017860017,15000,17,Route for Inspection,9,Building,17,2017-06-14 11:17:38
1017860027,200,1,VIOLATION,1,Building,1,2019-01-02 00:00:00
1017860042,1800,9,Complaint,8,Building,9,2016-10-24 10:40:00
1017870060,1800,9,Complaint,9,Building,9,2017-07-13 21:20:00
1017870070,1200,6,Complaint,6,Building,6,2017-07-09 20:00:00
1017880025,600,3,VIOLATION,3,Building,3,2013-07-05 00:00:00
1017880026,8000,1,PROJECT BLDG,1,Building,1,2017-07-12 00:00:00
1017890050,200,1,VIOLATION,1,Building,1,2016-02-26 00:00:00
1017950033,600,3,VIOLATION,3,Building,3,2018-09-12 00:00:00
1017960007,2000,10,VIOLATION,9,Building,10,2018-10-26 16:48:00
1017960033,400,2,Complaint,2,Building,2,2016-05-02 00:00:00
1018020038,1200,6,Complaint,6,Building,6,2016-10-24 16:00:00
1018020039,400,2,Complaint,2,Building,2,2016-07-29 00:00:00
1018020040,400,2,Complaint,2,Building,2,2017-08-19 12:00:00
1018060004,400,2,VIOLATION,2,Building,2,2013-07-02 12:00:00
1018060049,1600,8,Complaint,4,Building,8,2017-07-16 12:00:00
1018060128,1000,5,Complaint,5,Building,5,2017-12-06 00:00:00
1018060145,13600,20,Route for Inspection,18,Building,20,2017-11-24 08:24:00
1018070030,800,4,Complaint,4,Building,4,2018-11-06 06:00:00
1018070044,4000,2,PROJECT BLDG,2,Building,2,2013-09-23 12:00:00
1018200057,200,1,Complaint,1,Building,1,2018-09-10 00:00:00
